,review,rating,sbjText,actText,actVerbNeg,objText,locText,sbjSentType,objSentType,objSentFromSbjType,locSentType,sbjSentScore,objSentScore,objSentFromSbjScore,actVerbText,locSentScore,actLemma,actVerbTense,foundKeyword,aggKeyword,count
43231,222822,good,the waiter service,was slow,0.0,a quick stroll to the bar,,neutral,positive,negative,neutral,0.0,0.614134,-0.610086,slow,0.0,be slow,past,waiter,dining,1
43233,222822,good,we,found,0.0,the dining rooms deck 6 for dinner 5 for breakfast and lunch fantastic and ate all bar three meals there,,neutral,positive,neutral,neutral,0.0,0.74746,0.0,find,0.0,find,past,dining room,dining,1
43235,222822,good,our dinner waiter adi,deserves,0.0,special mention,,positive,positive,neutral,neutral,0.530039,0.628701,0.0,deserve,0.0,deserve,present,waiter,dining,1
43240,222822,good,the main dish at each meal,was,0.0,sometimes overcooked,,neutral,negative,neutral,neutral,0.0,-0.611648,0.0,be,0.0,be,past,times,time,1
43242,222822,good,the main dish at each meal,was sometimes overcooked and lacked,0.0,the wow factor of some of the more expensive ships,,neutral,neutral,negative,neutral,0.0,0.0,-0.711509,lack,0.0,be sometimes overcook and lack,past,ship,ship,1
43245,222822,good,the buffet,was,0.0,a bun fight which we tried to avoid,,positive,negative,neutral,neutral,0.402791,-0.863332,0.0,be,0.0,be,past,buffet,food,1
43248,222822,good,the main problem,was,0.0,lack of time ashore,,negative,negative,neutral,neutral,-0.562318,-0.76845,0.0,be,0.0,be,past,time,time,1
43249,222822,good,we,did,1.0,use ship's excursions,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,do,0.0,do,past,ship,ship,1
43250,222822,good,we,use,1.0,ship's excursions,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,use,0.0,use,past,ship,ship,1
43251,222822,good,we,missed,0.0,the theatre entertainment a short concert of famous arias was exceptional as was their abridged version of carmen,,neutral,negative,negative,neutral,0.0,-0.30574,-0.766738,miss,0.0,miss,past,entertainment,entertainment,1
43257,222822,good,we,were bothered,0.0,less by the tannoy than on most other ships we have been on,,neutral,negative,negative,neutral,0.0,-0.436805,-0.684855,bother,0.0,be bother,past,ship,ship,1
43260,225832,bad,rccl both med and carribean a number of timesso our comparisons,are,0.0,based on that,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,present,times,time,1
43261,225832,bad,a number of timesso our comparisons,are based,0.0,on that,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,base,0.0,be base,past,times,time,1
43262,225832,bad,we,wandered,0.0,the ship which being new was very smart,,neutral,positive,neutral,neutral,0.0,0.616229,0.0,wander,0.0,wander,past,ship,ship,1
43265,225832,bad,the entertainment,was,0.0,excellentthe cabin,,positive,positive,neutral,neutral,0.387758,0.285853,0.0,be,0.0,be,past,entertainment,entertainment,1
43266,225832,bad,the entertainment was excellentthe cabin,was,0.0,adequate balcony cabins and 1 inside cabin,,positive,neutral,neutral,neutral,0.312743,0.0,0.0,be,0.0,be,past,entertainment,entertainment,1
43267,225832,bad,other ships and wardrobe space,was,0.0,very limitedcabin staff,,positive,positive,neutral,neutral,0.264598,0.425155,0.0,be,0.0,be,past,ship,ship,1
43269,225832,bad,the entertainment,did not bother to get to know,0.0,our names,,positive,neutral,negative,neutral,0.387758,0.0,-0.452771,know,0.0,do not bother to get to know,future,entertainment,entertainment,1
43278,225832,bad,the food,was,0.0,awfulour waiter,,neutral,positive,neutral,neutral,0.0,0.270049,0.0,be,0.0,be,past,waiter,dining,1
43279,225832,bad,awfulour waiter,tried,0.0,his best,,positive,positive,negative,neutral,0.270049,0.527422,-0.554058,try,0.0,try,past,waiter,dining,1
43280,225832,bad,the food,apologised,0.0,for his service,,neutral,neutral,negative,neutral,0.0,0.0,-0.266908,apologise,0.0,apologise,past,food,food,1
43281,225832,bad,his service,saying,0.0,that he could not serve us as we had been served on other ships as he had too many tableshe was very good and service,,neutral,positive,negative,neutral,0.0,0.368373,-0.326794,say,0.0,say,present,table,dining,1
43282,225832,bad,he,serve,1.0,as we had been served on other ships,,neutral,negative,neutral,neutral,0.0,-0.207015,0.0,serve,0.0,serve,future,ship,ship,1
43283,225832,bad,we,been,0.0,served on other ships,,neutral,negative,neutral,neutral,0.0,-0.253191,0.0,be,0.0,be,past,ship,ship,1
43285,225832,bad,the issue,was,0.0,the food too many courses of cheap quality food sometimes inedible and usually tastless,,neutral,negative,neutral,neutral,0.0,-0.731313,0.0,be,0.0,be,past,times,time,1
43286,225832,bad,the buffet,was,0.0,no better too spread out,,positive,negative,neutral,neutral,0.402791,-0.649918,0.0,be,0.0,be,past,buffet,food,1
43287,225832,bad,you,had,0.0,your food on your plate,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,have,0.0,have,past,food,food,1
43288,225832,bad,your table everything,was,0.0,coldwe,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,table,dining,1
43294,225832,bad,we,have sailed,0.0,other ships,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,sail,0.0,have sail,past,ship,ship,1
43296,225832,bad,the whole company our waiter,told,0.0,he got approx 1% of what was paidmy reccomendation would be to take off the tips and hand over cash to those who have earned it,,positive,positive,negative,neutral,0.638141,0.521832,-0.210328,tell,0.0,tell,past,waiter,dining,1
43307,225585,good,the ship,was,0.0,spotless,,neutral,positive,neutral,neutral,0.0,0.413042,0.0,be,0.0,be,past,ship,ship,1
43308,225585,good,the ship was spotless and my cabin,was,0.0,very clean and comfortable,,positive,positive,neutral,neutral,0.401927,0.856961,0.0,be,0.0,be,past,table,dining,1
43310,225585,good,all services,were,0.0,available including the buffet and the bars,,neutral,negative,neutral,neutral,0.0,-0.454439,0.0,be,0.0,be,past,buffet,food,1
43313,225585,good,the food at the buffet,was,0.0,not only very diverse,,neutral,negative,neutral,neutral,0.0,-0.279175,0.0,be,0.0,be,past,buffet,food,1
43314,225585,good,you,can find,0.0,the best gourmet food,,neutral,positive,negative,neutral,0.0,0.792182,-0.235493,find,0.0,can find,future,food,food,1
43327,225585,good,adi the waiter from bali,was,0.0,fantastic,,neutral,positive,neutral,neutral,0.0,0.66124,0.0,be,0.0,be,past,waiter,dining,1
43328,225585,good,i,wish,0.0,we had waiters like him in many restaurants here in dallas,,neutral,negative,neutral,neutral,0.0,-0.55622,0.0,wish,0.0,wish,present,waiter,dining,1
43332,225585,good,she,must be,0.0,tired of working on the ship,,neutral,negative,neutral,neutral,0.0,-0.752388,0.0,be,0.0,must be,future,ship,ship,1
43333,225585,good,she,tired,0.0,of working on the ship,,neutral,negative,negative,neutral,0.0,-0.380671,-0.704196,tire,0.0,tire,future,ship,ship,1
43334,225585,good,she,working,0.0,on the ship,,neutral,neutral,negative,neutral,0.0,0.0,-0.332919,work,0.0,work,future,ship,ship,1
43342,225585,good,people,live,0.0,,in tin houses,neutral,neutral,neutral,neutral,0.0,0.0,0.0,live,0.0,live,present,people,people,1
43361,106960,good,it,to get,0.0,on board,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,get,0.0,to get,past,board,ship,1
43363,106960,good,you,have to consider,0.0,the ammount of people leaving the ship,,neutral,negative,neutral,neutral,0.0,-0.456063,0.0,consider,0.0,have to consider,future,ship,ship,1
43367,106960,good,ship as other cruises,were,0.0,disembaking,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,ship,ship,1
43368,106960,good,ship as other cruises were disembaking so the dockside,was,0.0,pretty busy,,neutral,positive,neutral,neutral,0.0,0.582969,0.0,be,0.0,be,past,ship,ship,1
43369,106960,good,the buffet food,was,0.0,fine,,neutral,positive,neutral,neutral,0.0,0.570784,0.0,be,0.0,be,past,buffet,food,1
43371,106960,good,it,had to be expected,0.0,4000 people,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,expect,0.0,have to be expect,past,people,people,1
43377,106960,good,drinks on board,are,0.0,,,positive,neutral,neutral,neutral,0.268452,0.0,0.0,be,0.0,be,present,board,ship,1
43382,106960,good,other shows,had,0.0,good reviews off other passengers,,neutral,positive,neutral,neutral,0.0,0.272353,0.0,have,0.0,have,past,passengers,people,1
43383,106960,good,we,met,0.0,other passengers,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,meet,0.0,meet,past,passengers,people,1
43384,106960,good,by some fine entertainment in the main lobby by the crystal staircase the pianist and the trio of piano and two violins,was balanced,0.0,this,,positive,neutral,positive,neutral,0.694083,0.0,0.325856,balance,0.0,be balance,past,entertainment,entertainment,1
43388,106960,good,the gym,considering,0.0,the amount of people on board,,positive,positive,neutral,neutral,0.287675,0.414834,0.0,consider,0.0,consider,present,board,ship,1
43394,106960,good,we,enjoyed,0.0,our time on board considering what we paid don't expect 5 star dining entertainment and services,,neutral,positive,positive,neutral,0.0,0.229392,0.699407,enjoy,0.0,enjoy,past,entertainment,entertainment,1
43395,106960,good,we,do,0.0,5 star dining entertainment and services,,neutral,positive,neutral,neutral,0.0,0.46572,0.0,do,0.0,do,present,entertainment,entertainment,1
43396,106960,good,we,expect,1.0,5 star dining entertainment and services,,neutral,positive,neutral,neutral,0.0,0.46572,0.0,expect,0.0,expect,future,entertainment,entertainment,1
43397,106960,good,you,have,0.0,a problem with children on board,,neutral,negative,neutral,neutral,0.0,-0.605636,0.0,have,0.0,have,present,board,ship,1
43402,262954,bad,they,started letting,0.0,people board about an hour earlier than the scheduled time which was nice,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,let,0.0,start let,present,board,ship,1
43403,262954,bad,people,board,0.0,,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,board,0.0,board,present,board,ship,1
43404,262954,bad,the ship,were,0.0,nt many crew greeting you,,neutral,positive,neutral,neutral,0.0,0.221806,0.0,be,0.0,be,past,ship,ship,1
43405,262954,bad,no maps,given,0.0,of the ship layout,,negative,neutral,neutral,neutral,-0.509588,0.0,0.0,give,0.0,give,past,ship,ship,1
43410,262954,bad,the ship,left,0.0,port,a good note,neutral,neutral,negative,positive,0.0,0.0,-0.476601,leave,0.658889,leave,past,ship,ship,1
43412,262954,bad,they,wanted,0.0,off the ship between 630am700am if you were carrying your own luggage off,,neutral,neutral,negative,neutral,0.0,0.0,-0.545001,want,0.0,want,past,ship,ship,1
43414,262954,bad,the fact that they didnt even open the buffet for breakfast,given,0.0,,,positive,neutral,neutral,neutral,0.266937,0.0,0.0,give,0.0,give,past,buffet,food,1
43418,262954,bad,it,did,0.0,give you time,,neutral,positive,neutral,neutral,0.0,0.267521,0.0,do,0.0,do,past,time,time,1
43419,262954,bad,it,did give,0.0,time to get off and find a taxi to head to the airport,,neutral,negative,neutral,neutral,0.0,-0.283494,0.0,give,0.0,do give,past,time,time,1
43425,262954,bad,i,m,0.0,sure they wouldnt have had as many passengers as they did,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,am,0.0,m,present,passengers,people,1
43426,262954,bad,nt,had,0.0,as many passengers,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,have,0.0,have,future,passengers,people,1
43429,262954,bad,the ones,overseeing,0.0,the food preparations,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,oversee,0.0,oversee,present,food,food,1
43430,262954,bad,rumor,has,0.0,it that they will be returning to europe in the next year where they cannot impress enough people to want a repeat cruise in american ports,,negative,negative,neutral,neutral,-0.583152,-0.553515,0.0,have,0.0,have,present,people,people,1
43432,262954,bad,they,impress,1.0,enough people,,neutral,positive,positive,neutral,0.0,0.541045,0.342946,impress,0.0,impress,future,people,people,1
43442,262954,bad,the food,was,0.0,bad up in the buffet,,neutral,negative,neutral,neutral,0.0,-0.70526,0.0,be,0.0,be,past,buffet,food,1
43448,216208,good,we all,agreed,0.0,this is the most fabulous ship we have ever boarded,,neutral,positive,positive,neutral,0.0,0.520362,0.360743,agree,0.0,agree,past,board,ship,1
43449,216208,good,we,boarded,0.0,the most fabulous ship,,neutral,positive,neutral,neutral,0.0,0.454337,0.0,board,0.0,board,past,board,ship,1
43452,216208,good,the whole ship,is,0.0,gorgeous and different,,neutral,positive,neutral,neutral,0.0,0.716497,0.0,be,0.0,be,present,ship,ship,1
43455,216208,good,the food,was,0.0,good,,neutral,positive,neutral,neutral,0.0,0.494921,0.0,be,0.0,be,past,food,food,1
43458,216208,good,the portions,are,0.0,smaller than american ships and not as many choices,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,present,ship,ship,1
43459,216208,good,more courses,order,0.0,if you want more food,,neutral,negative,neutral,neutral,0.0,-0.232552,0.0,Order,0.0,Order,present,food,food,1
43460,216208,good,the buffet on the top deck,is,0.0,great,,positive,positive,neutral,neutral,0.341355,0.604214,0.0,be,0.0,be,present,buffet,food,1
43463,216208,good,the food,was,0.0,good especially the pastries and breads,,neutral,positive,neutral,neutral,0.0,0.797664,0.0,be,0.0,be,past,food,food,1
43474,216208,good,the entertainment,is,0.0,classical and excellent,,positive,positive,neutral,neutral,0.387758,0.743705,0.0,be,0.0,be,present,entertainment,entertainment,1
43479,225904,good,first time cruise,booked,0.0,9 months beforehandmsc themselves have no valid cust service dept,,positive,negative,positive,neutral,0.232099,-0.334949,0.202668,book,0.0,book,past,time,time,1
43490,225904,good,good choice of good quality food at all the eateries our restaurant waiter supadme,was,0.0,a diamond entertainer and well deserving of his tip,,positive,positive,neutral,neutral,0.820383,0.909906,0.0,be,0.0,be,past,waiter,dining,1
43493,225904,good,i,do,0.0,wish they would enforce the wearing of shirts with sleeves in all dining areassome people think it is acceptable to reveal their armpits whilst in a dining area,,neutral,positive,neutral,neutral,0.0,0.775783,0.0,do,0.0,do,present,table,dining,1
43494,225904,good,i,do wish,0.0,they would enforce the wearing of shirts with sleeves in all dining areassome people think it is acceptable to reveal their armpits whilst in a dining area i personally don't but then we knew this was a budget value cruise aimed at all walks of life so were prepared for these little issues,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,wish,0.0,do wish,present,table,dining,1
43502,77532,good,i,wanted,0.0,to offer our perspective as firsttime cruisers,,neutral,positive,negative,neutral,0.0,0.566435,-0.545001,want,0.0,want,past,time,time,1
43505,77532,good,the ship itself,was,0.0,beautiful very new,,neutral,positive,neutral,neutral,0.0,0.71467,0.0,be,0.0,be,past,ship,ship,1
43519,77532,good,the service at the buffets and in the restaurant,was,0.0,friendly and more,,positive,positive,neutral,neutral,0.492579,0.739498,0.0,be,0.0,be,past,buffet,food,1
43521,77532,good,our waiter dodo from indonesia,was,0.0,fantastic,,neutral,positive,neutral,neutral,0.0,0.66124,0.0,be,0.0,be,past,waiter,dining,1
43522,77532,good,our waiter dodo from indonesia,went,0.0,,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,go,0.0,go,past,waiter,dining,1
43526,77532,good,i,thought,0.0,the food,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,think,0.0,think,past,food,food,1
43527,77532,good,both my husband and i thought the food in the main dining room,was,0.0,great,,neutral,positive,neutral,neutral,0.0,0.604214,0.0,be,0.0,be,past,dining room,dining,1
43531,77532,good,we,loved,0.0,the italian food,,neutral,neutral,positive,neutral,0.0,0.0,0.639084,love,0.0,love,past,food,food,1
43533,77532,good,you,like,1.0,italian food,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,like,0.0,like,future,food,food,1
43537,77532,good,the food,was,0.0,plentiful and always available in the cafeteria,,neutral,positive,neutral,neutral,0.0,0.723095,0.0,be,0.0,be,past,food,food,1
43546,77532,good,this,was,0.0,n't really policed at all to our sometimes frustration,,neutral,negative,neutral,neutral,0.0,-0.793502,0.0,be,0.0,be,past,times,time,1
43555,51437,bad,we,parked,0.0,across from the ship,in the garage,neutral,negative,negative,neutral,0.0,-0.35038,-0.509875,park,0.0,park,past,ship,ship,1
43560,51437,bad,we,got,0.0,aboard early,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,get,0.0,get,past,board,ship,1
43561,51437,bad,i,was,0.0,able to roam about the ship's public rooms,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,ship,ship,1
43562,51437,bad,i,to roam,0.0,about the ship's public rooms,,neutral,neutral,negative,neutral,0.0,0.0,-0.221093,roam,0.0,to roam,past,ship,ship,1
43565,51437,bad,the ship's theater,was,0.0,large,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,ship,ship,1
43566,51437,bad,the dining rooms,were,0.0,on the small side by modern standards,,positive,positive,neutral,neutral,0.567734,0.23829,0.0,be,0.0,be,past,dining room,dining,1
43568,51437,bad,the buffet,opened,0.0,,,positive,neutral,neutral,neutral,0.402791,0.0,0.0,open,0.0,open,past,buffet,food,1
43573,51437,bad,i,had,0.0,seen a shipboard show receive a standing ovation,,neutral,positive,neutral,neutral,0.0,0.439749,0.0,have,0.0,have,past,board,ship,1
43574,51437,bad,i,had seen,0.0,a shipboard show receive a standing ovation,,neutral,positive,neutral,neutral,0.0,0.68679,0.0,see,0.0,have see,past,board,ship,1
43576,51437,bad,the exception to that statement for some reason the live entertainment in each of the lounges was not available from 9 930 pm,has,0.0,,here,negative,neutral,neutral,neutral,-0.229479,0.0,0.0,has,0.0,has,present,entertainment,entertainment,1
43577,51437,bad,the live entertainment in each of the lounges,was,0.0,not available from 9 930 pm,,positive,negative,neutral,neutral,0.379032,-0.568648,0.0,be,0.0,be,past,entertainment,entertainment,1
43581,51437,bad,it,would make,0.0,more sense to stagger the breaks that the lounge entertainers take so that there is always live entertainment throughout the evening,,neutral,positive,neutral,neutral,0.0,0.34608,0.0,make,0.0,would make,future,entertainment,entertainment,1
43582,51437,bad,it,to stagger,0.0,the breaks that the lounge entertainers take so that there is always live entertainment throughout the evening,,neutral,positive,negative,neutral,0.0,0.798202,-0.606162,stagger,0.0,to stagger,future,entertainment,entertainment,1
43583,51437,bad,the many items,could use,0.0,tweaking on this ship,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,use,0.0,could use,future,ship,ship,1
43584,51437,bad,just one of the many items,tweaking,0.0,on this ship,,positive,neutral,neutral,neutral,0.265903,0.0,0.0,tweak,0.0,tweak,future,ship,ship,1
43585,51437,bad,a tradition on cruise ships,was,0.0,an oddity,,positive,negative,neutral,neutral,0.361873,-0.650289,0.0,be,0.0,be,past,cruise ship,ship,1
43589,51437,bad,it,has,0.0,a very nice affair where you get to dress up and have your picture taken with the captain of the ship,,neutral,positive,neutral,neutral,0.0,0.714888,0.0,has,0.0,has,present,ship,ship,1
43591,51437,bad,with the captain of the ship,taken,0.0,your picture,,neutral,positive,neutral,neutral,0.0,0.23955,0.0,take,0.0,take,past,ship,ship,1
43594,51437,bad,this cruise,had,0.0,several former major league baseball players aboard,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,have,0.0,have,past,board,ship,1
43603,100532,good,this ship,is,0.0,huge,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,present,ship,ship,1
43604,100532,good,we,had,0.0,a cabin right at the back of the boat,,neutral,positive,neutral,neutral,0.0,0.764535,0.0,have,0.0,have,past,boat,ship,1
43617,100532,good,we,toured,0.0,the boat,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,tour,0.0,tour,past,boat,ship,1
43618,100532,good,we,to get,0.0,the feel of such an expansive boat,,neutral,positive,neutral,neutral,0.0,0.736106,0.0,get,0.0,to get,future,boat,ship,1
43621,100532,good,we,were,0.0,lucky to have seen more than 4 at any one time,,neutral,positive,neutral,neutral,0.0,0.435333,0.0,be,0.0,be,past,time,time,1
43628,100532,good,by juan carlos,headed,0.0,the entertainment group,,neutral,positive,neutral,neutral,0.0,0.315722,0.0,head,0.0,head,past,entertainment,entertainment,1
43629,100532,good,the entertainment group headed by juan carlos,entertained,0.0,us,,neutral,neutral,positive,neutral,0.0,0.0,0.510987,entertain,0.0,entertain,past,entertainment,entertainment,1
43630,100532,good,the entertainment group headed by juan carlos,am,0.0,finishing in the disco,,neutral,positive,neutral,neutral,0.0,0.390383,0.0,be,0.0,be,present,entertainment,entertainment,1
43631,100532,good,we,had,0.0,quizzes dance lessons language classes table tennis exercise pilates you name it we had it,,neutral,positive,neutral,neutral,0.0,0.504891,0.0,have,0.0,have,past,table,dining,1
43633,100532,good,we,met,0.0,some great people from other countries,,neutral,positive,neutral,neutral,0.0,0.378777,0.0,meet,0.0,meet,past,people,people,1
43643,100532,good,the ship,was,0.0,,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,ship,ship,1
43648,91245,bad,the food,was,0.0,60% poor,,neutral,negative,neutral,neutral,0.0,-0.747696,0.0,be,0.0,be,past,food,food,1
43652,91245,bad,the seafood,was,0.0,,,positive,neutral,neutral,neutral,0.346397,0.0,0.0,be,0.0,be,past,food,food,1
43660,91245,bad,wateri,insisted,0.0,that my table was not going to pay for water that was free on the buffet,,negative,neutral,negative,neutral,-0.219925,0.0,-0.342974,insist,0.0,insist,past,table,dining,1
43661,91245,bad,water,was,0.0,free on the buffet,,neutral,positive,neutral,neutral,0.0,0.707222,0.0,be,0.0,be,past,buffet,food,1
43668,91245,bad,people,had,0.0,babies and toddlers,in the hot tubs,neutral,neutral,neutral,neutral,0.0,0.0,0.0,have,0.0,have,past,people,people,1
43684,50905,good,this ship,is,0.0,fabulous,,neutral,positive,neutral,neutral,0.0,0.42274,0.0,be,0.0,be,present,ship,ship,1
43686,50905,good,food,was,0.0,typical cruise food,,neutral,negative,neutral,neutral,0.0,-0.378846,0.0,be,0.0,be,past,food,food,1
43701,50905,good,the formal entertainment,was,0.0,all european mostly italian were all quite unique and not the typical revue type shows,in the most gorgeous theater at sea that we have ever seen,positive,neutral,neutral,positive,0.605178,0.0,0.0,be,0.570913,be,past,entertainment,entertainment,1
43702,50905,good,other evening entertainment in addition to beautiful dance music in the abundant lounges lead by the young and very friendly italian cruise staff,was,0.0,hilarious,,positive,positive,neutral,neutral,0.908758,0.756736,0.0,be,0.0,be,past,entertainment,entertainment,1
43716,256276,good,msc,has,0.0,a one bedroom suite with large windows in front of the ship but outside the yacht club and without balcony,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,have,0.0,have,present,ship,ship,1
43718,256276,good,ncl,has also,0.0,a dining table,,neutral,positive,neutral,neutral,0.0,0.603658,0.0,have,0.0,have also,present,table,dining,1
43731,256276,good,both ships,have,0.0,a lounge,,neutral,positive,neutral,neutral,0.0,0.395991,0.0,have,0.0,have,present,ship,ship,1
43738,256276,good,food,is,0.0,excellent and changes,,neutral,positive,neutral,neutral,0.0,0.807369,0.0,be,0.0,be,present,food,food,1
43739,256276,good,the msc lounge and pool restaurant,have,0.0,average buffet style food for breakfast and lunch,,positive,positive,neutral,neutral,0.63011,0.550661,0.0,have,0.0,have,present,buffet,food,1
43755,73160,bad,the ship,was,0.0,very nice,,neutral,positive,neutral,neutral,0.0,0.723715,0.0,be,0.0,be,past,ship,ship,1
43760,73160,bad,unfortunately the food,was,0.0,atrocious,,negative,negative,neutral,neutral,-0.879594,-0.625491,0.0,be,0.0,be,past,food,food,1
43762,73160,bad,vegetables,were,0.0,cooked to the point of losing a texture or shape as well as taste,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,table,dining,1
43763,73160,bad,vegetables,were cooked,0.0,to the point,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,cook,0.0,be cook,past,table,dining,1
43772,73160,bad,i,felt,0.0,kind of sorry for the people working there,,neutral,negative,neutral,neutral,0.0,-0.832361,0.0,feel,0.0,feel,past,people,people,1
43773,73160,bad,the people,working,0.0,,there,neutral,neutral,neutral,neutral,0.0,0.0,0.0,work,0.0,work,present,people,people,1
43774,73160,bad,the rest of the passengers,used,0.0,the wine bar,,negative,neutral,neutral,neutral,-0.306934,0.0,0.0,use,0.0,use,past,passengers,people,1
43775,73160,bad,the rest of the passengers,bought,0.0,more,,negative,neutral,neutral,neutral,-0.306934,0.0,0.0,buy,0.0,buy,past,passengers,people,1
43794,73160,bad,the food,was,0.0,just inexcusable,,neutral,negative,neutral,neutral,0.0,-0.754841,0.0,be,0.0,be,past,food,food,1
43796,55375,bad,me and my family a total of 14 people,boarded,0.0,the msc orchestra,,positive,neutral,neutral,neutral,0.332642,0.0,0.0,board,0.0,board,past,board,ship,1
43797,55375,bad,the msc orchestra,knowing,1.0,what we were going to experience since it was our first time booking with msc,,neutral,positive,neutral,neutral,0.0,0.561483,0.0,know,0.0,know,present,time,time,1
43799,55375,bad,we,head,0.0,heard from other sources that it was a newer ship,,neutral,neutral,negative,neutral,0.0,0.0,-0.231918,head,0.0,head,present,ship,ship,1
43801,55375,bad,we,found,0.0,getting to the ship terminal station was a breeze and dropping of our luggage was easier than i thought,,neutral,negative,neutral,neutral,0.0,-0.500604,0.0,find,0.0,find,past,ship,ship,1
43813,55375,bad,you,board,0.0,the ship,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,board,0.0,board,present,board,ship,1
43821,55375,bad,one the waitstaff at villa borghese on deck 5 we had parka and giri from indonesia as our main waiters divided among the 14 of us,was,0.0,very helpful and caring,,negative,positive,neutral,neutral,-0.214292,0.913051,0.0,be,0.0,be,past,waiter,dining,1
43822,55375,bad,most of the food,was,0.0,extremely disgusting,,neutral,negative,neutral,neutral,0.0,-0.567281,0.0,be,0.0,be,past,food,food,1
43823,55375,bad,i,understand,0.0,that it's not supposed to be the best food in the whole world but this food was very very very very very very very badit was disappointing especially since it was an italian cruise line,,neutral,negative,neutral,neutral,0.0,-0.898993,0.0,understand,0.0,understand,present,food,food,1
43824,55375,bad,it,has,0.0,not supposed to be the best food in the whole world,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,has,0.0,has,present,food,food,1
43825,55375,bad,it,supposed,1.0,to be the best food in the whole world,,neutral,positive,negative,neutral,0.0,0.627253,-0.619947,suppose,0.0,suppose,past,food,food,1
43837,55375,bad,bar waiters and waitresses,were,0.0,,,negative,neutral,neutral,neutral,-0.588466,0.0,0.0,be,0.0,be,past,waiter,dining,1
43856,73439,bad,them which is surprising since there couldn't have been more than 15 american couples on the whole ship,met,0.0,,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,meet,0.0,meet,past,ship,ship,1
43861,73439,bad,i,complained,0.0,the whole time,,neutral,neutral,negative,neutral,0.0,0.0,-0.565006,complain,0.0,complain,past,time,time,1
43863,73439,bad,the crew,working,0.0,the breakfast buffet,,neutral,positive,negative,neutral,0.0,0.738489,-0.332919,work,0.0,work,present,buffet,food,1
43864,73439,bad,the crew working the breakfast buffet,were,0.0,especially rude,,positive,negative,neutral,neutral,0.702251,-0.619131,0.0,be,0.0,be,past,buffet,food,1
43866,73439,bad,to get my own cup from a table,kept telling,0.0,me,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,tell,0.0,keep tell,past,table,dining,1
43871,73439,bad,i,searched,0.0,to the other side of the dining room and came back with one,,neutral,positive,negative,neutral,0.0,0.48151,-0.207745,search,0.0,search,past,dining room,dining,1
43873,73439,bad,some older people,were,0.0,never helped with their trays to the table,,neutral,negative,neutral,neutral,0.0,-0.589385,0.0,be,0.0,be,past,table,dining,1
43876,73439,bad,the ship,is,0.0,absolutely beautiful and the rooms,,neutral,positive,neutral,neutral,0.0,0.863955,0.0,be,0.0,be,present,ship,ship,1
43879,73439,bad,i,agreed,0.0,that it was terrible to have to pay for coffee all the time,,neutral,negative,positive,neutral,0.0,-0.719403,0.360743,agree,0.0,agree,past,time,time,1
43881,73439,bad,i,have,0.0,never been on a ship wherein they didn't provide ice tea and coffee for free during the lunch hour and dinner,,neutral,positive,neutral,neutral,0.0,0.487606,0.0,have,0.0,have,present,ship,ship,1
43897,223246,good,a nice discount,to board,0.0,,in venice,positive,neutral,neutral,neutral,0.795362,0.0,0.0,board,0.0,to board,future,board,ship,1
43899,223246,good,we,read,0.0,some bad reviews about the divina bad staff bad food terrible wine etc etc,,neutral,negative,neutral,neutral,0.0,-0.92863,0.0,read,0.0,read,present,food,food,1
